ID,name,cost,category,is_consumable,part_number,description,last_price,asset_name,location_name,quantity,assigned_to,barcode,vendor
834,UPS Battery Module,450.45,Power,false,BATT-SRT-HN34,Replacement battery cartridge,440.48,UPS-HN-34,UPS Room - HN-34,26,Electrician,PRT-HN34-0834,APC
835,Contactor Kit,630.54,Power,false,CTK-ATS-HN34,Replacement contactor set for ATS panel,645.53,ATS-Panel-HN-34,Electrical Room - HN-34,26,Electrician,PRT-HN34-0835,Schneider Electric
836,Air Filter Kit,91.77,Cooling,true,FLT-PDX-HN34,Precision cooling filter pack,92.85,CRAC-Unit-HN-34,HVAC Plant - HN-34,49,HVAC Technician,PRT-HN34-0836,Vertiv
837,Generator Service Kit,182.86,Power,true,SVK-GEN-HN34,"Oil, air and fuel filter service kit",177.41,Generator-HN-34,Generator Yard - HN-34,143,Electrician,PRT-HN34-0837,Cummins
838,Camera Module,131.55,Security,false,CAM-KSK-HN34,Replacement facial recognition camera,131.95,Visitor-Kiosk-HN-34,Reception - HN-34,26,Security Officer,PRT-HN34-0838,ZKTeco
839,Mounting Bracket,53.9,Security,false,MBR-CAM-HN34,Outdoor mounting bracket,52.47,Loading-Bay-Camera-HN-34,Loading Bay - HN-34,23,Security Officer,PRT-HN34-0839,Hikvision
840,Radio Mount Kit,109.3,Network,false,MKT-IP20-HN34,Microwave radio mounting kit,109.12,Microwave-Radio-HN-34,Roof - HN-34,1,Field Technician,PRT-HN34-0840,Ceragon
841,LC Connector Pack,19.23,Cabling,true,LC-CONN-HN34,Single-mode LC connector pack,19.99,Fiber-Patch-Panel-HN-34,IDF Room 1 - HN-34,139,Cabling Technician,PRT-HN34-0841,Corning
842,Power Supply Module,359.91,Network,false,PSU-C93-HN34,Replacement switch power supply,375.92,Edge-Switch-HN-34,IDF Room 2 - HN-34,37,Network Engineer,PRT-HN34-0842,Cisco
843,RF Jumper Cable,87.67,Cellular,true,RFC-AIR-HN34,Low-loss RF jumper cable,89.39,5G-Antenna-HN-34,Telecom Mast - HN-34,161,Field Technician,PRT-HN34-0843,Ericsson
844,Timing Module,812.01,Cellular,false,TIM-BBU-HN34,Synchronization module for BBU,796.13,Baseband-Unit-HN-34,Base Station - HN-34,24,Field Technician,PRT-HN34-0844,Nokia
845,Surge Protector,68.88,Cellular,true,SPD-RRU-HN34,Outdoor RF surge protector,71.35,Radio-Unit-HN-34,Antenna Array - HN-34,159,Field Technician,PRT-HN34-0845,Ericsson
846,Antenna Kit,50.22,Facilities,false,ANT-IOT-HN34,LTE antenna kit for gateway,51.61,Sensor-Gateway-HN-34,Storage Room - HN-34,12,Facilities Supervisor,PRT-HN34-0846,Advantech
847,Controller SSD,261.39,Network,false,SSD-WLC-HN34,SSD for wireless controller,261.44,WiFi-Controller-HN-34,Office Floor 1 - HN-34,14,Network Engineer,PRT-HN34-0847,Cisco
848,PoE Injector,66.4,Network,false,POE-AP-HN34,802.3at PoE injector,69.62,Access-Point-HN-34,Office Floor 2 - HN-34,25,Network Engineer,PRT-HN34-0848,Aruba
849,GPU Accelerator,11977.63,Server,false,GPU-A100-HN34,NVIDIA A100 Tensor Core GPU,12496.49,AI-Analytics-Server-HN-34,Lab A - HN-34,4,AI Specialist,PRT-HN34-0849,NVIDIA
850,Capture SSD,487.31,Network,false,SSD-NMA-HN34,High-write SSD for packet capture,478.2,Monitoring-Appliance-HN-34,Workshop - HN-34,4,Network Engineer,PRT-HN34-0850,Fluke
851,SSD Module,456.72,Network,false,SSD-OBS-HCM35,Enterprise SSD for monitoring appliance,466.07,Monitoring-System-HCM-35,Infrastructure Site - HCM-35,7,Network Engineer,PRT-HCM35-0851,SolarWinds
852,Cisco Line Card,9020.04,Network,false,LC-ASR-HCM35,100G line card for ASR series router,9366.28,Core-Router-HCM-35,Network Operations Center (NOC) - HCM-35,50,Network Engineer,PRT-HCM35-0852,Cisco
853,RAID Drive,401.79,Security,false,DRV-VMS-HCM35,12TB surveillance-rated HDD,414.77,Security-VMS-Server-HCM-35,Security Operations Center (SOC) - HCM-35,24,Security Officer,PRT-HCM35-0853,Milestone
854,Server Memory Kit,628.54,Server,false,RAM-R750-HCM35,64GB DDR4 RDIMM memory kit,626.51,Virtualization-Host-HCM-35,Server Room A - HCM-35,14,System Administrator,PRT-HCM35-0854,Dell
855,NVMe SSD,1244.02,Server,false,SSD-AFF-HCM35,Enterprise NVMe SSD for storage array,1288.61,Storage-Array-HCM-35,Server Room B - HCM-35,10,Storage Administrator,PRT-HCM35-0855,NetApp
856,Juniper Transceiver,254.82,Network,false,SFP-EX-HCM35,10G SFP+ transceiver,248.73,Access-Switch-HCM-35,Network Closet - HCM-35,42,Network Engineer,PRT-HCM35-0856,Juniper
857,Access Card,12.65,Security,true,CARD-N2-HCM35,Proximity access card,12.86,Access-Control-Panel-HCM-35,Access Control Room - HCM-35,397,Security Officer,PRT-HCM35-0857,Paxton
858,Surveillance HDD,270.21,Security,false,HDD-NVR-HCM35,8TB surveillance hard drive,271.86,NVR-HCM-35,Video Surveillance Room - HCM-35,11,Security Officer,PRT-HCM35-0858,Hikvision
859,UPS Battery Module,421.32,Power,false,BATT-SRT-HCM35,Replacement battery cartridge,422.41,UPS-HCM-35,UPS Room - HCM-35,24,Electrician,PRT-HCM35-0859,APC
860,Contactor Kit,652.01,Power,false,CTK-ATS-HCM35,Replacement contactor set for ATS panel,637.46,ATS-Panel-HCM-35,Electrical Room - HCM-35,24,Electrician,PRT-HCM35-0860,Schneider Electric
861,Air Filter Kit,93.45,Cooling,true,FLT-PDX-HCM35,Precision cooling filter pack,95.18,CRAC-Unit-HCM-35,HVAC Plant - HCM-35,400,HVAC Technician,PRT-HCM35-0861,Vertiv
862,Generator Service Kit,191.45,Power,true,SVK-GEN-HCM35,"Oil, air and fuel filter service kit",191.15,Generator-HCM-35,Generator Yard - HCM-35,230,Electrician,PRT-HCM35-0862,Cummins
863,Camera Module,133.52,Security,false,CAM-KSK-HCM35,Replacement facial recognition camera,135.12,Visitor-Kiosk-HCM-35,Reception - HCM-35,9,Security Officer,PRT-HCM35-0863,ZKTeco
864,Mounting Bracket,59.27,Security,false,MBR-CAM-HCM35,Outdoor mounting bracket,61.19,Loading-Bay-Camera-HCM-35,Loading Bay - HCM-35,11,Security Officer,PRT-HCM35-0864,Hikvision
865,Radio Mount Kit,103.0,Network,false,MKT-IP20-HCM35,Microwave radio mounting kit,102.97,Microwave-Radio-HCM-35,Roof - HCM-35,23,Field Technician,PRT-HCM35-0865,Ceragon
866,LC Connector Pack,18.87,Cabling,true,LC-CONN-HCM35,Single-mode LC connector pack,18.74,Fiber-Patch-Panel-HCM-35,IDF Room 1 - HCM-35,103,Cabling Technician,PRT-HCM35-0866,Corning
867,Power Supply Module,348.27,Network,false,PSU-C93-HCM35,Replacement switch power supply,353.22,Edge-Switch-HCM-35,IDF Room 2 - HCM-35,42,Network Engineer,PRT-HCM35-0867,Cisco
868,RF Jumper Cable,81.58,Cellular,true,RFC-AIR-HCM35,Low-loss RF jumper cable,81.28,5G-Antenna-HCM-35,Telecom Mast - HCM-35,62,Field Technician,PRT-HCM35-0868,Ericsson
869,Timing Module,828.74,Cellular,false,TIM-BBU-HCM35,Synchronization module for BBU,811.06,Baseband-Unit-HCM-35,Base Station - HCM-35,27,Field Technician,PRT-HCM35-0869,Nokia
870,Surge Protector,64.04,Cellular,true,SPD-RRU-HCM35,Outdoor RF surge protector,65.7,Radio-Unit-HCM-35,Antenna Array - HCM-35,295,Field Technician,PRT-HCM35-0870,Ericsson
871,Antenna Kit,49.91,Facilities,false,ANT-IOT-HCM35,LTE antenna kit for gateway,49.65,Sensor-Gateway-HCM-35,Storage Room - HCM-35,24,Facilities Supervisor,PRT-HCM35-0871,Advantech
872,Controller SSD,263.81,Network,false,SSD-WLC-HCM35,SSD for wireless controller,274.82,WiFi-Controller-HCM-35,Office Floor 1 - HCM-35,25,Network Engineer,PRT-HCM35-0872,Cisco
873,PoE Injector,69.26,Network,false,POE-AP-HCM35,802.3at PoE injector,67.35,Access-Point-HCM-35,Office Floor 2 - HCM-35,55,Network Engineer,PRT-HCM35-0873,Aruba
874,GPU Accelerator,12189.43,Server,false,GPU-A100-HCM35,NVIDIA A100 Tensor Core GPU,12438.44,AI-Analytics-Server-HCM-35,Lab A - HCM-35,4,AI Specialist,PRT-HCM35-0874,NVIDIA
875,Capture SSD,515.83,Network,false,SSD-NMA-HCM35,High-write SSD for packet capture,540.82,Monitoring-Appliance-HCM-35,Workshop - HCM-35,25,Network Engineer,PRT-HCM35-0875,Fluke
876,SSD Module,431.32,Network,false,SSD-OBS-HCM36,Enterprise SSD for monitoring appliance,445.86,Monitoring-System-HCM-36,Infrastructure Site - HCM-36,10,Network Engineer,PRT-HCM36-0876,SolarWinds
877,Cisco Line Card,7828.86,Network,false,LC-ASR-HCM36,100G line card for ASR series router,8127.74,Core-Router-HCM-36,Network Operations Center (NOC) - HCM-36,31,Network Engineer,PRT-HCM36-0877,Cisco
878,RAID Drive,361.89,Security,false,DRV-VMS-HCM36,12TB surveillance-rated HDD,353.38,Security-VMS-Server-HCM-36,Security Operations Center (SOC) - HCM-36,7,Security Officer,PRT-HCM36-0878,Milestone
879,Server Memory Kit,632.88,Server,false,RAM-R750-HCM36,64GB DDR4 RDIMM memory kit,617.6,Virtualization-Host-HCM-36,Server Room A - HCM-36,24,System Administrator,PRT-HCM36-0879,Dell
880,NVMe SSD,1224.38,Server,false,SSD-AFF-HCM36,Enterprise NVMe SSD for storage array,1192.58,Storage-Array-HCM-36,Server Room B - HCM-36,6,Storage Administrator,PRT-HCM36-0880,NetApp
881,Juniper Transceiver,231.61,Network,false,SFP-EX-HCM36,10G SFP+ transceiver,227.67,Access-Switch-HCM-36,Network Closet - HCM-36,49,Network Engineer,PRT-HCM36-0881,Juniper
882,Access Card,12.57,Security,true,CARD-N2-HCM36,Proximity access card,12.95,Access-Control-Panel-HCM-36,Access Control Room - HCM-36,261,Security Officer,PRT-HCM36-0882,Paxton
883,Surveillance HDD,285.23,Security,false,HDD-NVR-HCM36,8TB surveillance hard drive,288.63,NVR-HCM-36,Video Surveillance Room - HCM-36,18,Security Officer,PRT-HCM36-0883,Hikvision
884,UPS Battery Module,449.38,Power,false,BATT-SRT-HCM36,Replacement battery cartridge,470.2,UPS-HCM-36,UPS Room - HCM-36,11,Electrician,PRT-HCM36-0884,APC
885,Contactor Kit,646.28,Power,false,CTK-ATS-HCM36,Replacement contactor set for ATS panel,637.49,ATS-Panel-HCM-36,Electrical Room - HCM-36,29,Electrician,PRT-HCM36-0885,Schneider Electric
886,Air Filter Kit,89.41,Cooling,true,FLT-PDX-HCM36,Precision cooling filter pack,90.28,CRAC-Unit-HCM-36,HVAC Plant - HCM-36,303,HVAC Technician,PRT-HCM36-0886,Vertiv
887,Generator Service Kit,174.44,Power,true,SVK-GEN-HCM36,"Oil, air and fuel filter service kit",177.48,Generator-HCM-36,Generator Yard - HCM-36,381,Electrician,PRT-HCM36-0887,Cummins
888,Camera Module,133.39,Security,false,CAM-KSK-HCM36,Replacement facial recognition camera,132.06,Visitor-Kiosk-HCM-36,Reception - HCM-36,4,Security Officer,PRT-HCM36-0888,ZKTeco
889,Mounting Bracket,52.1,Security,false,MBR-CAM-HCM36,Outdoor mounting bracket,51.31,Loading-Bay-Camera-HCM-36,Loading Bay - HCM-36,1,Security Officer,PRT-HCM36-0889,Hikvision
890,Radio Mount Kit,111.28,Network,false,MKT-IP20-HCM36,Microwave radio mounting kit,110.97,Microwave-Radio-HCM-36,Roof - HCM-36,27,Field Technician,PRT-HCM36-0890,Ceragon
891,LC Connector Pack,19.0,Cabling,true,LC-CONN-HCM36,Single-mode LC connector pack,18.7,Fiber-Patch-Panel-HCM-36,IDF Room 1 - HCM-36,358,Cabling Technician,PRT-HCM36-0891,Corning
892,Power Supply Module,376.45,Network,false,PSU-C93-HCM36,Replacement switch power supply,382.88,Edge-Switch-HCM-36,IDF Room 2 - HCM-36,50,Network Engineer,PRT-HCM36-0892,Cisco
893,RF Jumper Cable,81.41,Cellular,true,RFC-AIR-HCM36,Low-loss RF jumper cable,81.6,5G-Antenna-HCM-36,Telecom Mast - HCM-36,85,Field Technician,PRT-HCM36-0893,Ericsson
894,Timing Module,745.54,Cellular,false,TIM-BBU-HCM36,Synchronization module for BBU,744.01,Baseband-Unit-HCM-36,Base Station - HCM-36,22,Field Technician,PRT-HCM36-0894,Nokia
895,Surge Protector,70.08,Cellular,true,SPD-RRU-HCM36,Outdoor RF surge protector,73.24,Radio-Unit-HCM-36,Antenna Array - HCM-36,361,Field Technician,PRT-HCM36-0895,Ericsson
896,Antenna Kit,44.72,Facilities,false,ANT-IOT-HCM36,LTE antenna kit for gateway,45.42,Sensor-Gateway-HCM-36,Storage Room - HCM-36,11,Facilities Supervisor,PRT-HCM36-0896,Advantech
897,Controller SSD,281.53,Network,false,SSD-WLC-HCM36,SSD for wireless controller,288.45,WiFi-Controller-HCM-36,Office Floor 1 - HCM-36,8,Network Engineer,PRT-HCM36-0897,Cisco
898,PoE Injector,75.06,Network,false,POE-AP-HCM36,802.3at PoE injector,76.96,Access-Point-HCM-36,Office Floor 2 - HCM-36,18,Network Engineer,PRT-HCM36-0898,Aruba
899,GPU Accelerator,13192.27,Server,false,GPU-A100-HCM36,NVIDIA A100 Tensor Core GPU,13440.0,AI-Analytics-Server-HCM-36,Lab A - HCM-36,9,AI Specialist,PRT-HCM36-0899,NVIDIA
900,Capture SSD,525.93,Network,false,SSD-NMA-HCM36,High-write SSD for packet capture,528.73,Monitoring-Appliance-HCM-36,Workshop - HCM-36,12,Network Engineer,PRT-HCM36-0900,Fluke
901,SSD Module,481.24,Network,false,SSD-OBS-DN37,Enterprise SSD for monitoring appliance,484.21,Monitoring-System-DN-37,Infrastructure Site - DN-37,13,Network Engineer,PRT-DN37-0901,SolarWinds
902,Cisco Line Card,8557.09,Network,false,LC-ASR-DN37,100G line card for ASR series router,8887.07,Core-Router-DN-37,Network Operations Center (NOC) - DN-37,40,Network Engineer,PRT-DN37-0902,Cisco
903,RAID Drive,384.67,Security,false,DRV-VMS-DN37,12TB surveillance-rated HDD,388.33,Security-VMS-Server-DN-37,Security Operations Center (SOC) - DN-37,24,Security Officer,PRT-DN37-0903,Milestone
904,Server Memory Kit,636.23,Server,false,RAM-R750-DN37,64GB DDR4 RDIMM memory kit,661.31,Virtualization-Host-DN-37,Server Room A - DN-37,25,System Administrator,PRT-DN37-0904,Dell
905,NVMe SSD,1157.68,Server,false,SSD-AFF-DN37,Enterprise NVMe SSD for storage array,1173.13,Storage-Array-DN-37,Server Room B - DN-37,12,Storage Administrator,PRT-DN37-0905,NetApp
906,Juniper Transceiver,252.54,Network,false,SFP-EX-DN37,10G SFP+ transceiver,257.31,Access-Switch-DN-37,Network Closet - DN-37,15,Network Engineer,PRT-DN37-0906,Juniper
907,Access Card,12.88,Security,true,CARD-N2-DN37,Proximity access card,13.45,Access-Control-Panel-DN-37,Access Control Room - DN-37,62,Security Officer,PRT-DN37-0907,Paxton
908,Surveillance HDD,300.32,Security,false,HDD-NVR-DN37,8TB surveillance hard drive,313.71,NVR-DN-37,Video Surveillance Room - DN-37,6,Security Officer,PRT-DN37-0908,Hikvision
909,UPS Battery Module,422.0,Power,false,BATT-SRT-DN37,Replacement battery cartridge,435.73,UPS-DN-37,UPS Room - DN-37,12,Electrician,PRT-DN37-0909,APC
910,Contactor Kit,651.97,Power,false,CTK-ATS-DN37,Replacement contactor set for ATS panel,682.29,ATS-Panel-DN-37,Electrical Room - DN-37,28,Electrician,PRT-DN37-0910,Schneider Electric
911,Air Filter Kit,92.06,Cooling,true,FLT-PDX-DN37,Precision cooling filter pack,93.89,CRAC-Unit-DN-37,HVAC Plant - DN-37,355,HVAC Technician,PRT-DN37-0911,Vertiv
912,Generator Service Kit,173.35,Power,true,SVK-GEN-DN37,"Oil, air and fuel filter service kit",168.67,Generator-DN-37,Generator Yard - DN-37,196,Electrician,PRT-DN37-0912,Cummins
913,Camera Module,133.65,Security,false,CAM-KSK-DN37,Replacement facial recognition camera,131.5,Visitor-Kiosk-DN-37,Reception - DN-37,20,Security Officer,PRT-DN37-0913,ZKTeco
914,Mounting Bracket,51.0,Security,false,MBR-CAM-DN37,Outdoor mounting bracket,53.39,Loading-Bay-Camera-DN-37,Loading Bay - DN-37,9,Security Officer,PRT-DN37-0914,Hikvision
915,Radio Mount Kit,110.51,Network,false,MKT-IP20-DN37,Microwave radio mounting kit,116.02,Microwave-Radio-DN-37,Roof - DN-37,23,Field Technician,PRT-DN37-0915,Ceragon
916,LC Connector Pack,16.58,Cabling,true,LC-CONN-DN37,Single-mode LC connector pack,16.56,Fiber-Patch-Panel-DN-37,IDF Room 1 - DN-37,130,Cabling Technician,PRT-DN37-0916,Corning
917,Power Supply Module,377.8,Network,false,PSU-C93-DN37,Replacement switch power supply,390.93,Edge-Switch-DN-37,IDF Room 2 - DN-37,31,Network Engineer,PRT-DN37-0917,Cisco
918,RF Jumper Cable,84.21,Cellular,true,RFC-AIR-DN37,Low-loss RF jumper cable,83.7,5G-Antenna-DN-37,Telecom Mast - DN-37,95,Field Technician,PRT-DN37-0918,Ericsson
919,Timing Module,785.16,Cellular,false,TIM-BBU-DN37,Synchronization module for BBU,782.93,Baseband-Unit-DN-37,Base Station - DN-37,19,Field Technician,PRT-DN37-0919,Nokia
920,Surge Protector,61.14,Cellular,true,SPD-RRU-DN37,Outdoor RF surge protector,63.99,Radio-Unit-DN-37,Antenna Array - DN-37,70,Field Technician,PRT-DN37-0920,Ericsson
921,Antenna Kit,44.49,Facilities,false,ANT-IOT-DN37,LTE antenna kit for gateway,46.01,Sensor-Gateway-DN-37,Storage Room - DN-37,12,Facilities Supervisor,PRT-DN37-0921,Advantech
922,Controller SSD,266.93,Network,false,SSD-WLC-DN37,SSD for wireless controller,265.84,WiFi-Controller-DN-37,Office Floor 1 - DN-37,16,Network Engineer,PRT-DN37-0922,Cisco
923,PoE Injector,70.28,Network,false,POE-AP-DN37,802.3at PoE injector,70.32,Access-Point-DN-37,Office Floor 2 - DN-37,41,Network Engineer,PRT-DN37-0923,Aruba
924,GPU Accelerator,11799.41,Server,false,GPU-A100-DN37,NVIDIA A100 Tensor Core GPU,11451.44,AI-Analytics-Server-DN-37,Lab A - DN-37,6,AI Specialist,PRT-DN37-0924,NVIDIA
925,Capture SSD,534.92,Network,false,SSD-NMA-DN37,High-write SSD for packet capture,526.27,Monitoring-Appliance-DN-37,Workshop - DN-37,18,Network Engineer,PRT-DN37-0925,Fluke
926,SSD Module,414.51,Network,false,SSD-OBS-HP38,Enterprise SSD for monitoring appliance,412.18,Monitoring-System-HP-38,Infrastructure Site - HP-38,3,Network Engineer,PRT-HP38-0926,SolarWinds
927,Cisco Line Card,8176.85,Network,false,LC-ASR-HP38,100G line card for ASR series router,8036.31,Core-Router-HP-38,Network Operations Center (NOC) - HP-38,49,Network Engineer,PRT-HP38-0927,Cisco
928,RAID Drive,374.16,Security,false,DRV-VMS-HP38,12TB surveillance-rated HDD,384.08,Security-VMS-Server-HP-38,Security Operations Center (SOC) - HP-38,22,Security Officer,PRT-HP38-0928,Milestone
929,Server Memory Kit,632.67,Server,false,RAM-R750-HP38,64GB DDR4 RDIMM memory kit,638.18,Virtualization-Host-HP-38,Server Room A - HP-38,13,System Administrator,PRT-HP38-0929,Dell
930,NVMe SSD,1244.07,Server,false,SSD-AFF-HP38,Enterprise NVMe SSD for storage array,1245.82,Storage-Array-HP-38,Server Room B - HP-38,9,Storage Administrator,PRT-HP38-0930,NetApp
931,Juniper Transceiver,245.97,Network,false,SFP-EX-HP38,10G SFP+ transceiver,257.61,Access-Switch-HP-38,Network Closet - HP-38,57,Network Engineer,PRT-HP38-0931,Juniper
932,Access Card,12.87,Security,true,CARD-N2-HP38,Proximity access card,13.24,Access-Control-Panel-HP-38,Access Control Room - HP-38,177,Security Officer,PRT-HP38-0932,Paxton
933,Surveillance HDD,299.39,Security,false,HDD-NVR-HP38,8TB surveillance hard drive,296.27,NVR-HP-38,Video Surveillance Room - HP-38,19,Security Officer,PRT-HP38-0933,Hikvision
934,UPS Battery Module,435.93,Power,false,BATT-SRT-HP38,Replacement battery cartridge,453.63,UPS-HP-38,UPS Room - HP-38,8,Electrician,PRT-HP38-0934,APC
935,Contactor Kit,661.57,Power,false,CTK-ATS-HP38,Replacement contactor set for ATS panel,680.09,ATS-Panel-HP-38,Electrical Room - HP-38,6,Electrician,PRT-HP38-0935,Schneider Electric
936,Air Filter Kit,92.43,Cooling,true,FLT-PDX-HP38,Precision cooling filter pack,94.59,CRAC-Unit-HP-38,HVAC Plant - HP-38,315,HVAC Technician,PRT-HP38-0936,Vertiv
937,Generator Service Kit,169.36,Power,true,SVK-GEN-HP38,"Oil, air and fuel filter service kit",164.66,Generator-HP-38,Generator Yard - HP-38,355,Electrician,PRT-HP38-0937,Cummins
938,Camera Module,145.85,Security,false,CAM-KSK-HP38,Replacement facial recognition camera,147.18,Visitor-Kiosk-HP-38,Reception - HP-38,26,Security Officer,PRT-HP38-0938,ZKTeco
939,Mounting Bracket,52.22,Security,false,MBR-CAM-HP38,Outdoor mounting bracket,53.32,Loading-Bay-Camera-HP-38,Loading Bay - HP-38,13,Security Officer,PRT-HP38-0939,Hikvision
940,Radio Mount Kit,106.84,Network,false,MKT-IP20-HP38,Microwave radio mounting kit,107.57,Microwave-Radio-HP-38,Roof - HP-38,12,Field Technician,PRT-HP38-0940,Ceragon
941,LC Connector Pack,18.47,Cabling,true,LC-CONN-HP38,Single-mode LC connector pack,18.05,Fiber-Patch-Panel-HP-38,IDF Room 1 - HP-38,111,Cabling Technician,PRT-HP38-0941,Corning
942,Power Supply Module,355.14,Network,false,PSU-C93-HP38,Replacement switch power supply,357.84,Edge-Switch-HP-38,IDF Room 2 - HP-38,17,Network Engineer,PRT-HP38-0942,Cisco
943,RF Jumper Cable,81.02,Cellular,true,RFC-AIR-HP38,Low-loss RF jumper cable,79.35,5G-Antenna-HP-38,Telecom Mast - HP-38,361,Field Technician,PRT-HP38-0943,Ericsson
944,Timing Module,732.07,Cellular,false,TIM-BBU-HP38,Synchronization module for BBU,732.51,Baseband-Unit-HP-38,Base Station - HP-38,4,Field Technician,PRT-HP38-0944,Nokia
945,Surge Protector,67.7,Cellular,true,SPD-RRU-HP38,Outdoor RF surge protector,70.72,Radio-Unit-HP-38,Antenna Array - HP-38,111,Field Technician,PRT-HP38-0945,Ericsson
946,Antenna Kit,49.16,Facilities,false,ANT-IOT-HP38,LTE antenna kit for gateway,50.3,Sensor-Gateway-HP-38,Storage Room - HP-38,10,Facilities Supervisor,PRT-HP38-0946,Advantech
947,Controller SSD,292.98,Network,false,SSD-WLC-HP38,SSD for wireless controller,300.2,WiFi-Controller-HP-38,Office Floor 1 - HP-38,21,Network Engineer,PRT-HP38-0947,Cisco
948,PoE Injector,68.06,Network,false,POE-AP-HP38,802.3at PoE injector,66.75,Access-Point-HP-38,Office Floor 2 - HP-38,42,Network Engineer,PRT-HP38-0948,Aruba
949,GPU Accelerator,12943.15,Server,false,GPU-A100-HP38,NVIDIA A100 Tensor Core GPU,13424.27,AI-Analytics-Server-HP-38,Lab A - HP-38,2,AI Specialist,PRT-HP38-0949,NVIDIA
950,Capture SSD,536.4,Network,false,SSD-NMA-HP38,High-write SSD for packet capture,553.62,Monitoring-Appliance-HP-38,Workshop - HP-38,8,Network Engineer,PRT-HP38-0950,Fluke
951,SSD Module,437.52,Network,false,SSD-OBS-CT39,Enterprise SSD for monitoring appliance,437.23,Monitoring-System-CT-39,Infrastructure Site - CT-39,10,Network Engineer,PRT-CT39-0951,SolarWinds
952,Cisco Line Card,9085.05,Network,false,LC-ASR-CT39,100G line card for ASR series router,9119.55,Core-Router-CT-39,Network Operations Center (NOC) - CT-39,27,Network Engineer,PRT-CT39-0952,Cisco
953,RAID Drive,393.31,Security,false,DRV-VMS-CT39,12TB surveillance-rated HDD,411.84,Security-VMS-Server-CT-39,Security Operations Center (SOC) - CT-39,14,Security Officer,PRT-CT39-0953,Milestone
954,Server Memory Kit,634.89,Server,false,RAM-R750-CT39,64GB DDR4 RDIMM memory kit,661.61,Virtualization-Host-CT-39,Server Room A - CT-39,11,System Administrator,PRT-CT39-0954,Dell
955,NVMe SSD,1127.94,Server,false,SSD-AFF-CT39,Enterprise NVMe SSD for storage array,1149.7,Storage-Array-CT-39,Server Room B - CT-39,7,Storage Administrator,PRT-CT39-0955,NetApp
956,Juniper Transceiver,235.04,Network,false,SFP-EX-CT39,10G SFP+ transceiver,239.09,Access-Switch-CT-39,Network Closet - CT-39,53,Network Engineer,PRT-CT39-0956,Juniper
957,Access Card,11.87,Security,true,CARD-N2-CT39,Proximity access card,11.62,Access-Control-Panel-CT-39,Access Control Room - CT-39,294,Security Officer,PRT-CT39-0957,Paxton
958,Surveillance HDD,279.61,Security,false,HDD-NVR-CT39,8TB surveillance hard drive,292.32,NVR-CT-39,Video Surveillance Room - CT-39,16,Security Officer,PRT-CT39-0958,Hikvision
959,UPS Battery Module,416.49,Power,false,BATT-SRT-CT39,Replacement battery cartridge,408.93,UPS-CT-39,UPS Room - CT-39,1,Electrician,PRT-CT39-0959,APC
960,Contactor Kit,603.6,Power,false,CTK-ATS-CT39,Replacement contactor set for ATS panel,619.91,ATS-Panel-CT-39,Electrical Room - CT-39,11,Electrician,PRT-CT39-0960,Schneider Electric
961,Air Filter Kit,89.14,Cooling,true,FLT-PDX-CT39,Precision cooling filter pack,87.86,CRAC-Unit-CT-39,HVAC Plant - CT-39,18,HVAC Technician,PRT-CT39-0961,Vertiv
962,Generator Service Kit,182.77,Power,true,SVK-GEN-CT39,"Oil, air and fuel filter service kit",184.54,Generator-CT-39,Generator Yard - CT-39,114,Electrician,PRT-CT39-0962,Cummins
963,Camera Module,147.58,Security,false,CAM-KSK-CT39,Replacement facial recognition camera,153.65,Visitor-Kiosk-CT-39,Reception - CT-39,14,Security Officer,PRT-CT39-0963,ZKTeco
964,Mounting Bracket,54.15,Security,false,MBR-CAM-CT39,Outdoor mounting bracket,54.37,Loading-Bay-Camera-CT-39,Loading Bay - CT-39,10,Security Officer,PRT-CT39-0964,Hikvision
965,Radio Mount Kit,112.93,Network,false,MKT-IP20-CT39,Microwave radio mounting kit,110.67,Microwave-Radio-CT-39,Roof - CT-39,9,Field Technician,PRT-CT39-0965,Ceragon
966,LC Connector Pack,18.21,Cabling,true,LC-CONN-CT39,Single-mode LC connector pack,18.13,Fiber-Patch-Panel-CT-39,IDF Room 1 - CT-39,351,Cabling Technician,PRT-CT39-0966,Corning
967,Power Supply Module,333.38,Network,false,PSU-C93-CT39,Replacement switch power supply,339.11,Edge-Switch-CT-39,IDF Room 2 - CT-39,45,Network Engineer,PRT-CT39-0967,Cisco
968,RF Jumper Cable,80.9,Cellular,true,RFC-AIR-CT39,Low-loss RF jumper cable,82.3,5G-Antenna-CT-39,Telecom Mast - CT-39,360,Field Technician,PRT-CT39-0968,Ericsson
969,Timing Module,736.13,Cellular,false,TIM-BBU-CT39,Synchronization module for BBU,742.6,Baseband-Unit-CT-39,Base Station - CT-39,2,Field Technician,PRT-CT39-0969,Nokia
970,Surge Protector,66.77,Cellular,true,SPD-RRU-CT39,Outdoor RF surge protector,67.94,Radio-Unit-CT-39,Antenna Array - CT-39,308,Field Technician,PRT-CT39-0970,Ericsson
971,Antenna Kit,45.23,Facilities,false,ANT-IOT-CT39,LTE antenna kit for gateway,44.65,Sensor-Gateway-CT-39,Storage Room - CT-39,2,Facilities Supervisor,PRT-CT39-0971,Advantech
