ID,Status,Name,Description,Area,Parent Asset,Location Name,Barcode,Category,Assigned To,Warranty Expiry Date,Additional Info,Serial Number,Teams names,Associated Parts,Vendor,Contractor
590,OPERATIONAL,Microwave-Radio-BD-24,Ceragon IP-20C Microwave Radio,South,,Roof - BD-24,MWR-BD24,Network Equipment,Field Technician,2028-10-02,Roof-top point-to-point backhaul radio,MWRBD2484964,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
591,OPERATIONAL,Fiber-Patch-Panel-BD-24,Corning EDGE Fiber Patch Panel,South,,IDF Room 1 - BD-24,FPP-BD24,Cabling,Cabling Technician,2030-05-01,Structured fiber distribution panel,FPPBD2494068,Infrastructure,"LC Connectors, Adapter Packs",Corning,
592,MAINTENANCE,Edge-Switch-BD-24,Cisco Catalyst 9300 Edge Switch,South,,IDF Room 2 - BD-24,ESW-BD24,Network Equipment,Network Engineer,2030-12-13,Edge switch for floor distribution,ESWBD2469193,Network Operations,"Power Supplies, SFP Modules",Cisco,
593,DOWN,5G-Antenna-BD-24,Ericsson AIR 6488 Massive MIMO Antenna,South,,Telecom Mast - BD-24,ANT-BD24,Cellular Equipment,Field Technician,2027-03-28,5G radio antenna system,ANTBD2480499,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
594,OPERATIONAL,Baseband-Unit-BD-24,Nokia AirScale Baseband Unit,South,,Base Station - BD-24,BBU-BD24,Cellular Equipment,Field Technician,2029-03-21,Baseband processing for radio access network,BBUBD2460777,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
595,OPERATIONAL,Radio-Unit-BD-24,Ericsson Radio 4422 Remote Radio Unit,South,Baseband-Unit-BD-24,Antenna Array - BD-24,RRU-BD24,Cellular Equipment,Field Technician,2029-11-23,Remote radio head for sector coverage,RRUBD2434884,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
596,OPERATIONAL,Sensor-Gateway-BD-24,Advantech WISE-6610 IoT Gateway,South,,Storage Room - BD-24,IOT-BD24,IoT,Facilities Supervisor,2028-08-19,Environmental and utility sensor concentrator,IOTBD2449918,Facilities,"Antenna Kit, DIN Clips",Advantech,
597,OPERATIONAL,WiFi-Controller-BD-24,Cisco Catalyst 9800-L Wireless Controller,South,,Office Floor 1 - BD-24,WLC-BD24,Network Equipment,Network Engineer,2028-08-08,Centralized wireless controller,WLCBD2465372,Network Operations,"Power Supplies, SSDs",Cisco,
598,OPERATIONAL,Access-Point-BD-24,Aruba AP-515 Wireless Access Point,South,WiFi-Controller-BD-24,Office Floor 2 - BD-24,AP-BD24,Network Equipment,Network Engineer,2028-08-25,Wi-Fi 6 indoor wireless access point,APBD2417149,Network Operations,"Mounting Kit, PoE Injector",Aruba,
599,OPERATIONAL,AI-Analytics-Server-BD-24,NVIDIA DGX A100 AI Analytics Server,South,,Lab A - BD-24,AIS-BD24,Servers,AI Specialist,2030-11-14,Accelerated AI processing node,AISBD2428643,AI Operations,"GPUs, NVLink Cables",NVIDIA,
600,MAINTENANCE,Monitoring-Appliance-BD-24,Fluke OptiView XG Network Monitoring Appliance,South,,Workshop - BD-24,NMA-BD24,Network Equipment,Network Engineer,2029-08-07,Portable and fixed network diagnostics appliance,NMABD2475622,Network Operations,"SFP Modules, SSDs",Fluke,HaNoi Cooling Services
601,OPERATIONAL,Monitoring-System-HN-25,SolarWinds Hybrid Cloud Observability Appliance,North,,Infrastructure Site - HN-25,MON-HN25,Network Equipment,Network Engineer,2029-03-16,Central site monitoring appliance,MONHN2569098,Network Operations,"Power Supplies, SSDs",SolarWinds,
602,OPERATIONAL,Core-Router-HN-25,Cisco ASR 9904 Core Router,North,,Network Operations Center (NOC) - HN-25,RTR-HN25,Network Equipment,Network Engineer,2027-02-21,Core network routing platform,RTRHN2587373,Network Operations,"Line Cards, Power Supplies",Cisco,
603,DOWN,Security-VMS-Server-HN-25,Milestone Husky IVO 350R Video Management Server,North,,Security Operations Center (SOC) - HN-25,VMS-HN25,Security,Security Officer,2030-12-30,Video management and recording server,VMSHN2569596,Security Operations,"RAID Drives, PSUs",Milestone,
604,OPERATIONAL,Virtualization-Host-HN-25,Dell PowerEdge R750 Virtualization Host,North,,Server Room A - HN-25,SRV-HN25,Servers,System Administrator,2027-07-04,Virtualization compute cluster node,SRVHN2595010,Server Operations,"RAM, NVMe Drives",Dell,
605,MAINTENANCE,Storage-Array-HN-25,NetApp AFF A250 Storage Array,North,,Server Room B - HN-25,SAN-HN25,Storage,Storage Administrator,2030-12-28,Shared storage array for critical workloads,SANHN2526193,Server Operations,"SSDs, Controllers",NetApp,Danang Engineering Works
606,OPERATIONAL,Access-Switch-HN-25,Juniper EX4300 Access Switch,North,,Network Closet - HN-25,SW-HN25,Network Equipment,Network Engineer,2030-07-22,Access layer switch for wired users,SWHN2578657,Network Operations,"Transceivers, Fans",Juniper,
607,OPERATIONAL,Access-Control-Panel-HN-25,Paxton Net2 Plus Access Control Panel,North,,Access Control Room - HN-25,ACP-HN25,Security,Security Officer,2030-12-19,Door access control and credential management,ACPHN2577065,Security Operations,"Power Supply, Readers",Paxton,
608,COMMISSIONING,NVR-HN-25,Hikvision DS-9632NI-M8 Network Video Recorder,North,,Video Surveillance Room - HN-25,NVR-HN25,Security,Security Officer,2030-06-07,Central CCTV recording system,NVRHN2559634,Security Operations,"Hard Drives, Fans",Hikvision,
609,OPERATIONAL,UPS-HN-25,APC Smart-UPS SRT 3000VA,North,,UPS Room - HN-25,UPS-HN25,Power,Electrician,2027-03-31,Online double-conversion UPS,UPSHN2584120,Facilities,"Batteries, Fan Kits",APC,
610,DOWN,ATS-Panel-HN-25,Schneider EasyPact Automatic Transfer Switch,North,,Electrical Room - HN-25,ATS-HN25,Power,Electrician,2030-09-12,Automatic mains/generator transfer switch,ATSHN2528953,Facilities,"Breakers, Contact Kits",Schneider Electric,
611,OPERATIONAL,CRAC-Unit-HN-25,Vertiv Liebert PDX Precision Cooling Unit,North,,HVAC Plant - HN-25,CRAC-HN25,Cooling,HVAC Technician,2028-01-02,Precision cooling for IT spaces,CRACHN2516725,Facilities,"Filters, Compressor Kits",Vertiv,
612,OPERATIONAL,Generator-HN-25,Cummins C275D5 Backup Generator,North,,Generator Yard - HN-25,GEN-HN25,Power,Electrician,2029-05-09,Standby diesel generator set,GENHN2568491,Facilities,"Filters, Starter Batteries",Cummins,
613,OPERATIONAL,Visitor-Kiosk-HN-25,ZKTeco SpeedFace-V5L Visitor Kiosk,North,,Reception - HN-25,KSK-HN25,Security,Security Officer,2028-08-14,Visitor registration and facial verification terminal,KSKHN2525408,Security Operations,"Touch Panel, Camera Module",ZKTeco,
614,STANDBY,Loading-Bay-Camera-HN-25,Hikvision DS-2CD2686G2 Bullet Camera,North,,Loading Bay - HN-25,CCTV-HN25,Security,Security Officer,2027-09-27,High-resolution loading dock surveillance camera,CCTVHN2510463,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
615,OPERATIONAL,Microwave-Radio-HN-25,Ceragon IP-20C Microwave Radio,North,,Roof - HN-25,MWR-HN25,Network Equipment,Field Technician,2030-06-29,Roof-top point-to-point backhaul radio,MWRHN2511600,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
616,OPERATIONAL,Fiber-Patch-Panel-HN-25,Corning EDGE Fiber Patch Panel,North,,IDF Room 1 - HN-25,FPP-HN25,Cabling,Cabling Technician,2029-07-28,Structured fiber distribution panel,FPPHN2575358,Infrastructure,"LC Connectors, Adapter Packs",Corning,
617,MAINTENANCE,Edge-Switch-HN-25,Cisco Catalyst 9300 Edge Switch,North,,IDF Room 2 - HN-25,ESW-HN25,Network Equipment,Network Engineer,2030-01-18,Edge switch for floor distribution,ESWHN2574679,Network Operations,"Power Supplies, SFP Modules",Cisco,Danang Engineering Works
618,OPERATIONAL,5G-Antenna-HN-25,Ericsson AIR 6488 Massive MIMO Antenna,North,,Telecom Mast - HN-25,ANT-HN25,Cellular Equipment,Field Technician,2029-07-18,5G radio antenna system,ANTHN2588656,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
619,OPERATIONAL,Baseband-Unit-HN-25,Nokia AirScale Baseband Unit,North,,Base Station - HN-25,BBU-HN25,Cellular Equipment,Field Technician,2027-01-14,Baseband processing for radio access network,BBUHN2591233,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
620,OPERATIONAL,Radio-Unit-HN-25,Ericsson Radio 4422 Remote Radio Unit,North,Baseband-Unit-HN-25,Antenna Array - HN-25,RRU-HN25,Cellular Equipment,Field Technician,2030-07-11,Remote radio head for sector coverage,RRUHN2516411,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
621,OPERATIONAL,Sensor-Gateway-HN-25,Advantech WISE-6610 IoT Gateway,North,,Storage Room - HN-25,IOT-HN25,IoT,Facilities Supervisor,2028-01-14,Environmental and utility sensor concentrator,IOTHN2595626,Facilities,"Antenna Kit, DIN Clips",Advantech,
622,OPERATIONAL,WiFi-Controller-HN-25,Cisco Catalyst 9800-L Wireless Controller,North,,Office Floor 1 - HN-25,WLC-HN25,Network Equipment,Network Engineer,2028-12-15,Centralized wireless controller,WLCHN2514250,Network Operations,"Power Supplies, SSDs",Cisco,
623,OPERATIONAL,Access-Point-HN-25,Aruba AP-515 Wireless Access Point,North,WiFi-Controller-HN-25,Office Floor 2 - HN-25,AP-HN25,Network Equipment,Network Engineer,2030-09-28,Wi-Fi 6 indoor wireless access point,APHN2589073,Network Operations,"Mounting Kit, PoE Injector",Aruba,
624,OPERATIONAL,AI-Analytics-Server-HN-25,NVIDIA DGX A100 AI Analytics Server,North,,Lab A - HN-25,AIS-HN25,Servers,AI Specialist,2028-09-03,Accelerated AI processing node,AISHN2521495,AI Operations,"GPUs, NVLink Cables",NVIDIA,
625,OPERATIONAL,Monitoring-Appliance-HN-25,Fluke OptiView XG Network Monitoring Appliance,North,,Workshop - HN-25,NMA-HN25,Network Equipment,Network Engineer,2027-04-11,Portable and fixed network diagnostics appliance,NMAHN2531146,Network Operations,"SFP Modules, SSDs",Fluke,
626,OPERATIONAL,Monitoring-System-HN-26,SolarWinds Hybrid Cloud Observability Appliance,North,,Infrastructure Site - HN-26,MON-HN26,Network Equipment,Network Engineer,2030-10-08,Central site monitoring appliance,MONHN2696628,Network Operations,"Power Supplies, SSDs",SolarWinds,
627,OPERATIONAL,Core-Router-HN-26,Cisco ASR 9904 Core Router,North,,Network Operations Center (NOC) - HN-26,RTR-HN26,Network Equipment,Network Engineer,2030-11-17,Core network routing platform,RTRHN2685010,Network Operations,"Line Cards, Power Supplies",Cisco,
628,OPERATIONAL,Security-VMS-Server-HN-26,Milestone Husky IVO 350R Video Management Server,North,,Security Operations Center (SOC) - HN-26,VMS-HN26,Security,Security Officer,2030-02-25,Video management and recording server,VMSHN2669682,Security Operations,"RAID Drives, PSUs",Milestone,
629,OPERATIONAL,Virtualization-Host-HN-26,Dell PowerEdge R750 Virtualization Host,North,,Server Room A - HN-26,SRV-HN26,Servers,System Administrator,2030-03-31,Virtualization compute cluster node,SRVHN2614697,Server Operations,"RAM, NVMe Drives",Dell,
630,OPERATIONAL,Storage-Array-HN-26,NetApp AFF A250 Storage Array,North,,Server Room B - HN-26,SAN-HN26,Storage,Storage Administrator,2027-07-10,Shared storage array for critical workloads,SANHN2652312,Server Operations,"SSDs, Controllers",NetApp,
631,DOWN,Access-Switch-HN-26,Juniper EX4300 Access Switch,North,,Network Closet - HN-26,SW-HN26,Network Equipment,Network Engineer,2029-01-24,Access layer switch for wired users,SWHN2618869,Network Operations,"Transceivers, Fans",Juniper,
632,MAINTENANCE,Access-Control-Panel-HN-26,Paxton Net2 Plus Access Control Panel,North,,Access Control Room - HN-26,ACP-HN26,Security,Security Officer,2029-05-25,Door access control and credential management,ACPHN2618509,Security Operations,"Power Supply, Readers",Paxton,HaNoi Cooling Services
633,OPERATIONAL,NVR-HN-26,Hikvision DS-9632NI-M8 Network Video Recorder,North,,Video Surveillance Room - HN-26,NVR-HN26,Security,Security Officer,2027-09-07,Central CCTV recording system,NVRHN2645968,Security Operations,"Hard Drives, Fans",Hikvision,
634,OPERATIONAL,UPS-HN-26,APC Smart-UPS SRT 3000VA,North,,UPS Room - HN-26,UPS-HN26,Power,Electrician,2028-11-05,Online double-conversion UPS,UPSHN2637400,Facilities,"Batteries, Fan Kits",APC,
635,OPERATIONAL,ATS-Panel-HN-26,Schneider EasyPact Automatic Transfer Switch,North,,Electrical Room - HN-26,ATS-HN26,Power,Electrician,2030-06-07,Automatic mains/generator transfer switch,ATSHN2692441,Facilities,"Breakers, Contact Kits",Schneider Electric,
636,STANDBY,CRAC-Unit-HN-26,Vertiv Liebert PDX Precision Cooling Unit,North,,HVAC Plant - HN-26,CRAC-HN26,Cooling,HVAC Technician,2029-12-19,Precision cooling for IT spaces,CRACHN2673394,Facilities,"Filters, Compressor Kits",Vertiv,
637,OPERATIONAL,Generator-HN-26,Cummins C275D5 Backup Generator,North,,Generator Yard - HN-26,GEN-HN26,Power,Electrician,2030-11-11,Standby diesel generator set,GENHN2647642,Facilities,"Filters, Starter Batteries",Cummins,
638,OPERATIONAL,Visitor-Kiosk-HN-26,ZKTeco SpeedFace-V5L Visitor Kiosk,North,,Reception - HN-26,KSK-HN26,Security,Security Officer,2029-05-24,Visitor registration and facial verification terminal,KSKHN2651482,Security Operations,"Touch Panel, Camera Module",ZKTeco,
639,OPERATIONAL,Loading-Bay-Camera-HN-26,Hikvision DS-2CD2686G2 Bullet Camera,North,,Loading Bay - HN-26,CCTV-HN26,Security,Security Officer,2028-06-15,High-resolution loading dock surveillance camera,CCTVHN2691689,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
640,COMMISSIONING,Microwave-Radio-HN-26,Ceragon IP-20C Microwave Radio,North,,Roof - HN-26,MWR-HN26,Network Equipment,Field Technician,2028-12-25,Roof-top point-to-point backhaul radio,MWRHN2690516,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
641,OPERATIONAL,Fiber-Patch-Panel-HN-26,Corning EDGE Fiber Patch Panel,North,,IDF Room 1 - HN-26,FPP-HN26,Cabling,Cabling Technician,2029-11-30,Structured fiber distribution panel,FPPHN2675239,Infrastructure,"LC Connectors, Adapter Packs",Corning,
642,MAINTENANCE,Edge-Switch-HN-26,Cisco Catalyst 9300 Edge Switch,North,,IDF Room 2 - HN-26,ESW-HN26,Network Equipment,Network Engineer,2029-10-05,Edge switch for floor distribution,ESWHN2640503,Network Operations,"Power Supplies, SFP Modules",Cisco,
643,OPERATIONAL,5G-Antenna-HN-26,Ericsson AIR 6488 Massive MIMO Antenna,North,,Telecom Mast - HN-26,ANT-HN26,Cellular Equipment,Field Technician,2028-02-01,5G radio antenna system,ANTHN2691980,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
644,OPERATIONAL,Baseband-Unit-HN-26,Nokia AirScale Baseband Unit,North,,Base Station - HN-26,BBU-HN26,Cellular Equipment,Field Technician,2027-08-30,Baseband processing for radio access network,BBUHN2690649,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
645,OPERATIONAL,Radio-Unit-HN-26,Ericsson Radio 4422 Remote Radio Unit,North,Baseband-Unit-HN-26,Antenna Array - HN-26,RRU-HN26,Cellular Equipment,Field Technician,2029-04-29,Remote radio head for sector coverage,RRUHN2683454,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
646,OPERATIONAL,Sensor-Gateway-HN-26,Advantech WISE-6610 IoT Gateway,North,,Storage Room - HN-26,IOT-HN26,IoT,Facilities Supervisor,2030-07-29,Environmental and utility sensor concentrator,IOTHN2693967,Facilities,"Antenna Kit, DIN Clips",Advantech,
647,OPERATIONAL,WiFi-Controller-HN-26,Cisco Catalyst 9800-L Wireless Controller,North,,Office Floor 1 - HN-26,WLC-HN26,Network Equipment,Network Engineer,2028-02-17,Centralized wireless controller,WLCHN2643347,Network Operations,"Power Supplies, SSDs",Cisco,
648,OPERATIONAL,Access-Point-HN-26,Aruba AP-515 Wireless Access Point,North,WiFi-Controller-HN-26,Office Floor 2 - HN-26,AP-HN26,Network Equipment,Network Engineer,2027-05-19,Wi-Fi 6 indoor wireless access point,APHN2676412,Network Operations,"Mounting Kit, PoE Injector",Aruba,
649,OPERATIONAL,AI-Analytics-Server-HN-26,NVIDIA DGX A100 AI Analytics Server,North,,Lab A - HN-26,AIS-HN26,Servers,AI Specialist,2030-01-31,Accelerated AI processing node,AISHN2610803,AI Operations,"GPUs, NVLink Cables",NVIDIA,
650,OPERATIONAL,Monitoring-Appliance-HN-26,Fluke OptiView XG Network Monitoring Appliance,North,Monitoring-System-HN-26,Workshop - HN-26,NMA-HN26,Network Equipment,Network Engineer,2027-08-22,Portable and fixed network diagnostics appliance,NMAHN2684569,Network Operations,"SFP Modules, SSDs",Fluke,
651,STANDBY,Monitoring-System-HCM-27,SolarWinds Hybrid Cloud Observability Appliance,South,,Infrastructure Site - HCM-27,MON-HCM27,Network Equipment,Network Engineer,2030-06-15,Central site monitoring appliance,MONHCM2733020,Network Operations,"Power Supplies, SSDs",SolarWinds,
652,OPERATIONAL,Core-Router-HCM-27,Cisco ASR 9904 Core Router,South,,Network Operations Center (NOC) - HCM-27,RTR-HCM27,Network Equipment,Network Engineer,2028-02-02,Core network routing platform,RTRHCM2754294,Network Operations,"Line Cards, Power Supplies",Cisco,
653,OPERATIONAL,Security-VMS-Server-HCM-27,Milestone Husky IVO 350R Video Management Server,South,,Security Operations Center (SOC) - HCM-27,VMS-HCM27,Security,Security Officer,2030-10-09,Video management and recording server,VMSHCM2772193,Security Operations,"RAID Drives, PSUs",Milestone,
654,OPERATIONAL,Virtualization-Host-HCM-27,Dell PowerEdge R750 Virtualization Host,South,,Server Room A - HCM-27,SRV-HCM27,Servers,System Administrator,2027-03-14,Virtualization compute cluster node,SRVHCM2773110,Server Operations,"RAM, NVMe Drives",Dell,
655,OPERATIONAL,Storage-Array-HCM-27,NetApp AFF A250 Storage Array,South,,Server Room B - HCM-27,SAN-HCM27,Storage,Storage Administrator,2027-11-15,Shared storage array for critical workloads,SANHCM2780381,Server Operations,"SSDs, Controllers",NetApp,
656,OPERATIONAL,Access-Switch-HCM-27,Juniper EX4300 Access Switch,South,,Network Closet - HCM-27,SW-HCM27,Network Equipment,Network Engineer,2028-11-17,Access layer switch for wired users,SWHCM2764257,Network Operations,"Transceivers, Fans",Juniper,
657,MAINTENANCE,Access-Control-Panel-HCM-27,Paxton Net2 Plus Access Control Panel,South,,Access Control Room - HCM-27,ACP-HCM27,Security,Security Officer,2027-04-25,Door access control and credential management,ACPHCM2749235,Security Operations,"Power Supply, Readers",Paxton,
658,OPERATIONAL,NVR-HCM-27,Hikvision DS-9632NI-M8 Network Video Recorder,South,,Video Surveillance Room - HCM-27,NVR-HCM27,Security,Security Officer,2030-10-20,Central CCTV recording system,NVRHCM2780239,Security Operations,"Hard Drives, Fans",Hikvision,
659,OPERATIONAL,UPS-HCM-27,APC Smart-UPS SRT 3000VA,South,,UPS Room - HCM-27,UPS-HCM27,Power,Electrician,2027-02-08,Online double-conversion UPS,UPSHCM2756346,Facilities,"Batteries, Fan Kits",APC,
660,STANDBY,ATS-Panel-HCM-27,Schneider EasyPact Automatic Transfer Switch,South,,Electrical Room - HCM-27,ATS-HCM27,Power,Electrician,2027-05-16,Automatic mains/generator transfer switch,ATSHCM2714085,Facilities,"Breakers, Contact Kits",Schneider Electric,
661,STANDBY,CRAC-Unit-HCM-27,Vertiv Liebert PDX Precision Cooling Unit,South,,HVAC Plant - HCM-27,CRAC-HCM27,Cooling,HVAC Technician,2028-11-25,Precision cooling for IT spaces,CRACHCM2792118,Facilities,"Filters, Compressor Kits",Vertiv,
662,MAINTENANCE,Generator-HCM-27,Cummins C275D5 Backup Generator,South,,Generator Yard - HCM-27,GEN-HCM27,Power,Electrician,2029-12-30,Standby diesel generator set,GENHCM2761061,Facilities,"Filters, Starter Batteries",Cummins,SaiGon MEP Solutions
